                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    113,                 2.4279,                 1.4567,                0.91323,                0.47139,                 0.4081,                0.45191,                0.19795,                 2.2096,                 1.2615,                0.89727,             0.00077824,             0.00077824,             0.00077824
                    114,                 2.3841,                 1.4296,                0.91037,                0.44358,                0.41006,                0.43448,                0.18424,                 2.2263,                 1.2682,                0.90159,             0.00077626,             0.00077626,             0.00077626
                    115,                 2.4267,                   1.44,                0.90921,                0.44467,                0.40696,                0.44035,                0.19166,                 2.2535,                 1.2564,                 0.8989,             0.00077428,             0.00077428,             0.00077428
                    116,                 2.3822,                  1.424,                0.90853,                0.44781,                0.39753,                0.42389,                 0.1703,                 2.3698,                 1.2762,                0.90597,              0.0007723,              0.0007723,              0.0007723
                    117,                 2.3807,                 1.4027,                0.91427,                 0.4496,                0.41751,                0.45216,                0.19994,                 2.1902,                 1.2245,                0.89641,             0.00077032,             0.00077032,             0.00077032
                    118,                 2.3697,                 1.4106,                0.90545,                0.44574,                0.42474,                0.45122,                0.20047,                 2.1831,                 1.2545,                0.89762,             0.00076834,             0.00076834,             0.00076834
                    119,                   2.38,                 1.3995,                0.91177,                0.46628,                0.41313,                0.44989,                0.19218,                 2.1925,                 1.2307,                0.89602,             0.00076636,             0.00076636,             0.00076636
                    120,                 2.4251,                 1.4196,                0.91393,                0.45445,                0.40326,                 0.4411,                0.19699,                 2.1938,                 1.2458,                0.89681,             0.00076438,             0.00076438,             0.00076438
                    121,                 2.3911,                 1.4072,                0.90299,                0.46553,                0.41535,                0.46427,                0.20861,                   2.17,                 1.2095,                0.89447,              0.0007624,              0.0007624,              0.0007624
                    122,                 2.3764,                  1.397,                0.90749,                0.46495,                0.40992,                0.45262,                0.19487,                 2.2065,                  1.222,                0.89806,             0.00076042,             0.00076042,             0.00076042
