                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                 1.6547,                0.90237,                0.90529,                0.83939,                 0.7878,                0.85049,                 0.4609,                 1.5037,                0.76995,                0.88545,              0.0094159,              0.0094159,              0.0094159
                     61,                 1.6335,                 0.8865,                0.90147,                0.85598,                0.78906,                0.86121,                0.47572,                 1.4647,                0.75172,                0.88089,               0.009406,               0.009406,               0.009406
                     62,                 1.6353,                0.89498,                 0.9021,                  0.848,                0.78238,                0.85429,                0.46078,                 1.5217,                0.76683,                0.89045,              0.0093961,              0.0093961,              0.0093961
                     63,                 1.6434,                0.88587,                0.89869,                0.84443,                0.77395,                0.84913,                0.44242,                 1.5377,                0.78201,                0.89285,              0.0093862,              0.0093862,              0.0093862
                     64,                 1.6424,                0.88854,                0.90402,                0.85434,                0.79112,                0.85947,                0.47606,                 1.4551,                0.74621,                0.87981,              0.0093763,              0.0093763,              0.0093763
                     65,                  1.638,                0.88534,                0.89953,                0.83745,                 0.7866,                0.85023,                0.43664,                   1.55,                0.77711,                0.88822,              0.0093664,              0.0093664,              0.0093664
                     66,                 1.6309,                0.88057,                0.89995,                0.84305,                 0.7875,                0.85631,                0.45839,                  1.507,                0.76398,                0.88488,              0.0093565,              0.0093565,              0.0093565
                     67,                  1.632,                0.88265,                0.90216,                0.85061,                0.79099,                0.86039,                 0.4613,                 1.4867,                0.75117,                0.88198,              0.0093466,              0.0093466,              0.0093466
                     68,                 1.6225,                0.87434,                0.89869,                0.84956,                0.78401,                0.85784,                0.46214,                 1.5018,                 0.7594,                0.88575,              0.0093367,              0.0093367,              0.0093367
                     69,                 1.6238,                0.86984,                0.89891,                0.86303,                0.79833,                0.86917,                0.49354,                 1.4242,                0.72731,                0.87423,              0.0093268,              0.0093268,              0.0093268
                     70,                 1.6211,                0.87668,                0.90101,                0.85367,                0.80686,                0.87021,                0.48522,                 1.4329,                0.72714,                0.87382,              0.0093169,              0.0093169,              0.0093169
                     71,                 1.6222,                0.87296,                0.89609,                0.85332,                0.79597,                0.86381,                0.46669,                 1.4864,                 0.7444,                0.88241,               0.009307,               0.009307,               0.009307
                     72,                 1.6089,                 0.8616,                0.89601,                0.84708,                0.79676,                0.86226,                 0.4602,                 1.5186,                0.74011,                0.88559,              0.0092971,              0.0092971,              0.0092971
                     73,                 1.6042,                0.85896,                0.89602,                0.85369,                0.79882,                 0.8676,                0.47596,                 1.4767,                0.73536,                0.87819,              0.0092872,              0.0092872,              0.0092872
